id,date,day,steps,distance,stairs
646,2017-04-06,Thu,6740,4.8,8
647,2017-04-07,Fri,40,0.02,0
648,2017-04-08,Sat,5670,3.5,3
649,2017-04-09,Sun,5975,4.3,6
650,2017-04-10,Mon,49,0.03,0
651,2017-04-11,Tue,2967,2,8
652,2017-04-12,Wed,17,0.01,0
653,2017-04-13,Thu,7853,5.5,7
654,2017-04-14,Fri,0,0,0
655,2017-04-15,Sat,7711,5.4,2
656,2017-04-16,Sun,3952,2.7,7
657,2017-04-17,Mon,0,0,0
658,2017-04-18,Tue,6610,5,1
659,2017-04-19,Wed,5633,3.8,10
660,2017-04-20,Thu,2471,1.6,7
661,2017-04-21,Fri,0,0,0
662,2017-04-22,Sat,4819,3.3,1
663,2017-04-23,Sun,5765,4,6
664,2017-04-24,Mon,4225,3,0
665,2017-04-25,Tue,2181,1.4,1
666,2017-04-26,Wed,0,0,0
667,2017-04-27,Thu,5568,3.9,4
668,2017-04-28,Fri,32,0.02,0
669,2017-04-29,Sat,6689,5.1,1
670,2017-04-30,Sun,9325,6.4,1
671,2017-05-01,Mon,63,0.03,0
672,2017-05-02,Tue,9410,6.5,8
673,2017-05-03,Wed,0,0,0
674,2017-05-04,Thu,8104,5.7,0
675,2017-05-05,Fri,11529,7.8,7
676,2017-05-06,Sat,14668,7.8,6
677,2017-05-07,Sun,786,0.47,0
678,2017-05-08,Mon,0,0,0
679,2017-05-09,Tue,1046,0.74,2
680,2017-05-10,Wed,18,0.01,0
681,2017-05-11,Thu,2908,1.8,2
682,2017-05-12,Fri,4679,3.3,2
683,2017-05-13,Sat,9081,5.8,4
684,2017-05-14,Sun,9294,6.6,10
685,2017-05-15,Mon,27,0.01,0
686,2017-05-16,Tue,8239,5.9,9
687,2017-05-17,Wed,7757,5.6,3
688,2017-05-18,Thu,6194,4.2,2
689,2017-05-19,Fri,9604,6.8,10
690,2017-05-20,Sat,9299,6.6,18
691,2017-05-21,Sun,5979,4.4,6
692,2017-05-22,Mon,0,0,0
693,2017-05-23,Tue,4132,2.9,6
694,2017-05-24,Wed,7266,5.1,8
695,2017-05-25,Thu,8941,6.4,4
696,2017-05-26,Fri,9522,6.5,8
697,2017-05-27,Sat,9549,7.3,6
698,2017-05-28,Sun,7411,5.4,7
699,2017-05-29,Mon,103,0.07,0
700,2017-05-30,Tue,3843,2.9,1
701,2017-05-31,Wed,3867,2.8,4
702,2017-06-01,Thu,9608,7.1,17
703,2017-06-02,Fri,9550,7.1,7
704,2017-06-03,Sat,12307,9.4,6
705,2017-06-04,Sun,9096,6.8,8
706,2017-06-05,Mon,0,0,0
707,2017-06-06,Tue,442,0.3,1
708,2017-06-07,Wed,2914,1.8,9
709,2017-06-08,Thu,6139,4.5,2
710,2017-06-09,Fri,9589,7,10
711,2017-06-10,Sat,10371,7.6,2
712,2017-06-11,Sun,4191,2.9,6
713,2017-06-12,Mon,2631,1.8,0
714,2017-06-13,Tue,2211,1.5,4
715,2017-06-14,Wed,693,0.52,0
716,2017-06-15,Thu,10365,7.8,6
717,2017-06-16,Fri,4337,3.2,0
718,2017-06-17,Sat,2745,2,2
719,2017-06-18,Sun,7449,5.4,6
720,2017-06-19,Mon,0,0,0
721,2017-06-20,Tue,6074,4.4,3
722,2017-06-21,Wed,7855,5.6,2
723,2017-06-22,Thu,6731,5.1,2
724,2017-06-23,Fri,2165,1.4,0
725,2017-06-24,Sat,16784,9.9,104
726,2017-06-25,Sun,11632,7.9,5
727,2017-06-26,Mon,10365,7.1,3
728,2017-06-27,Tue,6768,4.7,6
729,2017-06-28,Wed,3802,2.7,1
730,2017-06-29,Thu,4990,3.5,1
731,2017-06-30,Fri,5334,3.8,0
732,2017-07-01,Sat,3157,2.1,1
733,2017-07-02,Sun,3786,2.6,1
734,2017-07-03,Mon,4141,3.1,1
735,2017-07-04,Tue,10481,7.3,1
736,2017-07-05,Wed,7152,5.1,0
737,2017-07-06,Thu,7537,5.2,7
738,2017-07-07,Fri,6723,4.5,6
739,2017-07-08,Sat,4330,3.1,0
740,2017-07-09,Sun,6730,4.8,5
741,2017-07-10,Mon,2494,1.6,0
742,2017-07-11,Tue,10312,7,9
743,2017-07-12,Wed,6458,4.2,4
744,2017-07-13,Thu,8033,5.4,4
745,2017-07-14,Fri,9009,6.2,8
746,2017-07-15,Sat,13595,9,0
747,2017-07-16,Sun,6360,4.7,4
748,2017-07-17,Mon,5659,3.3,0
749,2017-07-18,Tue,2034,1.2,0
750,2017-07-19,Wed,0,0,0
751,2017-07-20,Thu,12179,8.4,11
752,2017-07-21,Fri,19395,12.4,37
753,2017-07-22,Sat,2479,1.5,0
754,2017-07-23,Sun,7417,5.3,4
755,2017-07-24,Mon,0,0,0
756,2017-07-25,Tue,2630,1.6,0
757,2017-07-26,Wed,6253,3.7,0
758,2017-07-27,Thu,9005,5.9,11
759,2017-07-28,Fri,7575,5.4,3
760,2017-07-29,Sat,3882,2.8,2
761,2017-07-30,Sun,5225,3.6,3
762,2017-07-31,Mon,5837,4.3,9
763,2017-08-01,Tue,6397,4.7,0
764,2017-08-02,Wed,6602,5.1,0
765,2017-08-03,Thu,6378,4.6,3
766,2017-08-04,Fri,5440,4.1,6
767,2017-08-05,Sat,3759,2.5,0
768,2017-08-06,Sun,1116,0.61,3
769,2017-08-07,Mon,7710,4.7,7
770,2017-08-08,Tue,4750,3.3,5
771,2017-08-09,Wed,8658,6.1,0
772,2017-08-10,Thu,192,0.14,0
773,2017-08-11,Fri,5434,3.5,2
774,2017-08-12,Sat,4164,2.7,1
775,2017-08-13,Sun,4709,3.3,3
776,2017-08-14,Mon,9015,5.9,12
777,2017-08-15,Tue,12,0,0
778,2017-08-16,Wed,41,0.02,0
779,2017-08-17,Thu,10397,7,12
780,2017-08-18,Fri,10498,6.8,2
781,2017-08-19,Sat,3831,2.1,0
782,2017-08-20,Sun,5563,3.6,4
783,2017-08-21,Mon,6614,4.8,1
784,2017-08-22,Tue,2818,1.9,12
785,2017-08-23,Wed,5290,3.4,6
786,2017-08-24,Thu,4992,3.3,6
787,2017-08-25,Fri,5606,3.9,2
788,2017-08-26,Sat,0,0,0
789,2017-08-27,Sun,11443,8.1,7
790,2017-08-28,Mon,3483,2.3,8
791,2017-08-29,Tue,3264,2.1,9
792,2017-08-30,Wed,10483,7.5,3
793,2017-08-31,Thu,9821,7,9
794,2017-09-01,Fri,8607,6.5,7
795,2017-09-02,Sat,5518,4,11
796,2017-09-03,Sun,4914,3.6,12
797,2017-09-04,Mon,8697,5.9,30
798,2017-09-05,Tue,8160,5.6,10
799,2017-09-06,Wed,8118,5,7
800,2017-09-07,Thu,7125,4.7,6
801,2017-09-08,Fri,10123,7.3,13
802,2017-09-09,Sat,12189,7.8,0
803,2017-09-10,Sun,4095,3,4
804,2017-09-11,Mon,6063,4.3,4
805,2017-09-12,Tue,4743,3.2,4
806,2017-09-13,Wed,4742,3.4,12
807,2017-09-14,Thu,7510,4.5,9
808,2017-09-15,Fri,4431,3.2,8
809,2017-09-16,Sat,8395,6,33
810,2017-09-17,Sun,5322,3.5,0
811,2017-09-18,Mon,4326,2.9,4
812,2017-09-19,Tue,5692,4,12
813,2017-09-20,Wed,4121,2.5,6
814,2017-09-21,Thu,3617,2.6,5
815,2017-09-22,Fri,3763,2.7,7
816,2017-09-23,Sat,5747,3.7,6
817,2017-09-24,Sun,8282,5.6,5
818,2017-09-25,Mon,2652,1.9,6
819,2017-09-26,Tue,5638,3.7,8
820,2017-09-27,Wed,3696,2.6,5
821,2017-09-28,Thu,6388,3.9,13
822,2017-09-29,Fri,4544,3,11
823,2017-09-30,Sat,4873,2.8,9
824,2017-10-01,Sun,4181,2.8,5
825,2017-10-02,Mon,6526,4.7,1
826,2017-10-03,Tue,4879,3.5,11
827,2017-10-04,Wed,1716,1,0
828,2017-10-05,Thu,8597,6.2,4
829,2017-10-06,Fri,8,0,0
830,2017-10-07,Sat,2065,1,0
831,2017-10-08,Sun,0,0,0
832,2017-10-09,Mon,6747,4.5,12
833,2017-10-10,Tue,5912,3.7,6
834,2017-10-11,Wed,6275,4.1,8
835,2017-10-12,Thu,12603,8,14
836,2017-10-13,Fri,5829,4.2,4
837,2017-10-14,Sat,4640,3.4,6
838,2017-10-15,Sun,4014,2.8,5
839,2017-10-16,Mon,4186,3,10
840,2017-10-17,Tue,10730,7.6,4
841,2017-10-18,Wed,5898,4.1,6
842,2017-10-19,Thu,4311,2.8,3
843,2017-10-20,Fri,10736,7.9,17
844,2017-10-21,Sat,4682,3.4,5
845,2017-10-22,Sun,5126,3.2,4
846,2017-10-23,Mon,5109,3.7,8
847,2017-10-24,Tue,6064,4.4,7
848,2017-10-25,Wed,4680,3.4,5
849,2017-10-26,Thu,8253,6.2,9
850,2017-10-27,Fri,12012,8.4,13
851,2017-10-28,Sat,3319,2.4,0
852,2017-10-29,Sun,3633,2.5,5
853,2017-10-30,Mon,4578,3.4,4
854,2017-10-31,Tue,6757,4.4,12
855,2017-11-01,Wed,4988,3.8,4
856,2017-11-02,Thu,9051,6.1,5
857,2017-11-03,Fri,4179,2.9,5
858,2017-11-04,Sat,4554,3.3,1
859,2017-11-05,Sun,5941,4.1,6
860,2017-11-06,Mon,4824,3.4,7
861,2017-11-07,Tue,6496,4.5,7
862,2017-11-08,Wed,4444,3.3,5
863,2017-11-09,Thu,7920,5.1,11
864,2017-11-10,Fri,6293,4.4,13
865,2017-11-11,Sat,4342,2.7,0
866,2017-11-12,Sun,5479,3.5,4
867,2017-11-13,Mon,5539,4,6
868,2017-11-14,Tue,4193,2.9,1
869,2017-11-15,Wed,4969,3.4,8
870,2017-11-16,Thu,7726,5.7,7
871,2017-11-17,Fri,7124,4.7,6
872,2017-11-18,Sat,10094,6.6,47
873,2017-11-19,Sun,4907,3.3,8
874,2017-11-20,Mon,6342,4.5,6
875,2017-11-21,Tue,6249,4,2
876,2017-11-22,Wed,4090,3,1
877,2017-11-23,Thu,6851,4.3,6
878,2017-11-24,Fri,6095,4.3,6
879,2017-11-25,Sat,4626,3.2,3
880,2017-11-26,Sun,6075,4.4,14
881,2017-11-27,Mon,4985,3.5,10
882,2017-11-28,Tue,8635,5.8,8
883,2017-11-29,Wed,6143,4.3,11
884,2017-11-30,Thu,2166,1.4,3
885,2017-12-01,Fri,5163,3.8,6
886,2017-12-02,Sat,5241,3.7,11
887,2017-12-03,Sun,6738,4.5,10
888,2017-12-04,Mon,4355,2.9,1
889,2017-12-05,Tue,4892,3.3,3
890,2017-12-06,Wed,5523,3.8,8
891,2017-12-07,Thu,6106,3.9,13
892,2017-12-08,Fri,3932,2.7,12
893,2017-12-09,Sat,6450,4.5,8
894,2017-12-10,Sun,9654,6.6,12
895,2017-12-11,Mon,5098,3.5,11
896,2017-12-12,Tue,2264,1.5,4
897,2017-12-13,Wed,4088,2.6,9
898,2017-12-14,Thu,10000,6.7,12
899,2017-12-15,Fri,4292,3.2,6
900,2017-12-16,Sat,5517,3.6,7
901,2017-12-17,Sun,4879,3.2,5
902,2017-12-18,Mon,4796,3.4,10
903,2017-12-19,Tue,3603,2.4,3
904,2017-12-20,Wed,4299,3.1,10
905,2017-12-21,Thu,8919,6.4,7
906,2017-12-22,Fri,4893,3.5,6
907,2017-12-23,Sat,3842,2.5,3
908,2017-12-24,Sun,6258,4.3,10
909,2017-12-25,Mon,4006,2.8,9
910,2017-12-26,Tue,4781,3.4,10
911,2017-12-27,Wed,5313,3.7,13
912,2017-12-28,Thu,5085,3.6,10
913,2017-12-29,Fri,5027,3.7,11
914,2017-12-30,Sat,7739,5.4,15
915,2017-12-31,Sun,9273,6.3,10
916,2018-01-01,Mon,4648,3.2,0
917,2018-01-02,Tue,4589,2.9,10
918,2018-01-03,Wed,6854,4.9,10
919,2018-01-04,Thu,12206,8.9,0
920,2018-01-05,Fri,5524,3.8,8
921,2018-01-06,Sat,6635,4.4,11
922,2018-01-07,Sun,9818,6.9,17
923,2018-01-08,Mon,4253,2.7,8
924,2018-01-09,Tue,5867,4,13
925,2018-01-10,Wed,4088,2.7,10
926,2018-01-11,Thu,5946,3.6,9
927,2018-01-12,Fri,5200,3.5,8
928,2018-01-13,Sat,5609,3.6,5
929,2018-01-14,Sun,7029,5,8
930,2018-01-15,Mon,5430,3.8,8
931,2018-01-16,Tue,8242,6,12
932,2018-01-17,Wed,8833,6.1,11
933,2018-01-18,Thu,14256,10.5,8
934,2018-01-19,Fri,8037,5.8,7
935,2018-01-20,Sat,9398,6.7,0
936,2018-01-21,Sun,5029,3.7,4
937,2018-01-22,Mon,5134,3.6,20
938,2018-01-23,Tue,5120,3.4,13
939,2018-01-24,Wed,4291,3.1,13
940,2018-01-25,Thu,10370,7.7,6
941,2018-01-26,Fri,9316,6.2,23
942,2018-01-27,Sat,4657,3.4,1
943,2018-01-28,Sun,8154,5.9,14
944,2018-01-29,Mon,8243,5.9,7
945,2018-01-30,Tue,4324,2.9,7
946,2018-01-31,Wed,5883,4.1,11
947,2018-02-01,Thu,8779,6.4,14
948,2018-02-02,Fri,4226,2.9,13
949,2018-02-03,Sat,8472,6.1,12
950,2018-02-04,Sun,3707,2.7,7
951,2018-02-05,Mon,6200,4.1,12
952,2018-02-06,Tue,4726,3.1,6
953,2018-02-07,Wed,10092,7.2,21
954,2018-02-08,Thu,7164,4.6,7
955,2018-02-09,Fri,7564,5.6,5
956,2018-02-10,Sat,4350,3.3,2
957,2018-02-11,Sun,5469,3.6,8
958,2018-02-12,Mon,4776,2.8,5
959,2018-02-13,Tue,8218,5.7,9
960,2018-02-14,Wed,2102,1.2,0
961,2018-02-15,Thu,3699,2.5,0
962,2018-02-16,Fri,8,0,0
963,2018-02-17,Sat,1840,1,0
964,2018-02-18,Sun,4324,2.6,2
965,2018-02-19,Mon,7975,6,16
966,2018-02-20,Tue,5720,4,19
967,2018-02-21,Wed,5367,3.7,11
968,2018-02-22,Thu,11685,7.9,9
969,2018-02-23,Fri,5700,3.9,11
970,2018-02-24,Sat,3425,2.4,10
971,2018-02-25,Sun,6045,4,6
972,2018-02-26,Mon,5571,3.9,11
973,2018-02-27,Tue,5253,3.6,17
974,2018-02-28,Wed,3170,2.2,7
975,2018-03-01,Thu,4222,2.7,15
976,2018-03-02,Fri,5212,3.6,8
977,2018-03-03,Sat,7902,5.7,7
978,2018-03-04,Sun,8001,5.9,6
979,2018-03-05,Mon,6400,4.3,16
980,2018-03-06,Tue,5919,4.4,10
981,2018-03-07,Wed,6571,4.8,12
982,2018-03-08,Thu,10151,6.9,7
983,2018-03-09,Fri,5902,4.2,9
984,2018-03-10,Sat,5500,4,9
985,2018-03-11,Sun,5743,4.2,5
986,2018-03-12,Mon,5422,3.9,10
987,2018-03-13,Tue,5684,4.1,15
988,2018-03-14,Wed,6370,4.7,16
989,2018-03-15,Thu,7933,5.5,7
990,2018-03-16,Fri,7001,5.2,23
991,2018-03-17,Sat,6058,4.3,8
992,2018-03-18,Sun,6194,4.5,5
993,2018-03-19,Mon,7045,5,13
994,2018-03-20,Tue,4539,3.2,15
995,2018-03-21,Wed,4006,2.8,20
996,2018-03-22,Thu,10298,7.5,12
997,2018-03-23,Fri,5201,3.8,21
998,2018-03-24,Sat,9539,6.7,11
999,2018-03-25,Sun,4715,3.4,3
1000,2018-03-26,Mon,6151,4.6,19
1001,2018-03-27,Tue,5395,3.9,18
1002,2018-03-28,Wed,6055,4.4,17
1003,2018-03-29,Thu,5315,3.7,2
1004,2018-03-30,Fri,5654,4,15
1005,2018-03-31,Sat,7331,5.3,9
1006,2018-04-01,Sun,6398,4,6
1007,2018-04-02,Mon,6319,4.4,17
1008,2018-04-03,Tue,7094,5,23
1009,2018-04-04,Wed,7457,5.2,8
1010,2018-04-05,Thu,7563,4.6,5
1011,2018-04-06,Fri,6362,4.5,18
1012,2018-04-07,Sat,5982,3.9,12
1013,2018-04-08,Sun,6068,4.1,10
1014,2018-04-09,Mon,5155,3.4,11
1015,2018-04-10,Tue,6056,4.1,14
1016,2018-04-11,Wed,7413,5.4,13
1017,2018-04-12,Thu,6329,4.3,4
1018,2018-04-13,Fri,6376,4.1,6
1019,2018-04-14,Sat,7399,4.9,7
1020,2018-04-15,Sun,7850,5.3,7
1021,2018-04-16,Mon,2638,1.5,0
1022,2018-04-17,Tue,5970,4,10
1023,2018-04-18,Wed,7891,4.9,12
1024,2018-04-19,Thu,10369,6.8,4
1025,2018-04-20,Fri,6521,4.6,8
1026,2018-04-21,Sat,7875,5.3,7
1027,2018-04-22,Sun,7863,4.7,20
1028,2018-04-23,Mon,6441,4,9
1029,2018-04-24,Tue,7198,4.9,8
1030,2018-04-25,Wed,7869,5.5,10
1031,2018-04-26,Thu,10260,7.6,5
1032,2018-04-27,Fri,6585,4.8,12
1033,2018-04-28,Sat,6340,4.6,9
1034,2018-04-29,Sun,34,0.002,0
1035,2018-04-30,Mon,6893,5,12
1036,2018-05-01,Tue,7007,5,12
1037,2018-05-02,Wed,25,0.001,0
1038,2018-05-03,Thu,9832,6.9,9
1039,2018-05-04,Fri,7334,5.1,22
1040,2018-05-05,Sat,5869,4.3,12
1041,2018-05-06,Sun,5064,3.3,2
1042,2018-05-07,Mon,5792,4,7
1043,2018-05-08,Tue,7538,4.9,12
1044,2018-05-09,Wed,30,0.01,0
1045,2018-05-10,Thu,7427,5.1,3
1046,2018-05-11,Fri,6569,4.4,9
1047,2018-05-12,Sat,3576,2.5,11
1048,2018-05-13,Sun,5659,3.8,5
1049,2018-05-14,Mon,6724,4.6,10
1050,2018-05-15,Tue,5655,4.1,9
1051,2018-05-16,Wed,7181,5,6
1052,2018-05-17,Thu,9941,6.7,9
1053,2018-05-18,Fri,6162,4.1,10
1054,2018-05-19,Sat,8298,5.7,9
1055,2018-05-20,Sun,8247,6.1,13
1056,2018-05-21,Mon,5612,3.8,10
1057,2018-05-22,Tue,8182,5.1,6
1058,2018-05-23,Wed,7309,4.6,2
1059,2018-05-24,Thu,7249,5.2,5
1060,2018-05-25,Fri,8131,5.9,9
1061,2018-05-26,Sat,7301,5.2,7
1062,2018-05-27,Sun,6750,5.1,7
1063,2018-05-28,Mon,8090,6,8
1064,2018-05-29,Tue,6051,4.3,11
1065,2018-05-30,Wed,5601,3.4,4
1066,2018-05-31,Thu,8034,5.4,4
1067,2018-06-01,Fri,6875,4.6,10
1068,2018-06-02,Sat,5498,3.8,10
1069,2018-06-03,Sun,6676,4.6,7
1070,2018-06-04,Mon,6177,4.2,4
1071,2018-06-05,Tue,6291,4.5,7
1072,2018-06-06,Wed,6042,4.2,13
1073,2018-06-07,Thu,72,0.05,0
1074,2018-06-08,Fri,7345,5.1,5
1075,2018-06-09,Sat,5609,3.8,12
1076,2018-06-10,Sun,9322,6.5,7
1077,2018-06-11,Mon,5894,4,11
1078,2018-06-12,Tue,4243,3,12
1079,2018-06-13,Wed,6980,5,8
1080,2018-06-14,Thu,9695,6.8,4
1081,2018-06-15,Fri,7135,5,9
1082,2018-06-16,Sat,7630,5.3,29
1083,2018-06-17,Sun,9322,6.5,7
1084,2018-06-18,Mon,5894,4,11
1085,2018-06-19,Tue,4243,3,12
1086,2018-06-20,Wed,6980,5,8
1087,2018-06-21,Thu,9695,6.8,4
1088,2018-06-22,Fri,7135,5,9
1089,2018-06-23,Sat,7630,5.3,29
1090,2018-06-24,Sun,6306,4.4,5
1091,2018-06-25,Mon,3494,2.5,1
1092,2018-06-26,Tue,6668,4.7,8
1093,2018-06-27,Wed,3870,2.8,8
1094,2018-06-28,Thu,14051,9.7,9
1095,2018-06-29,Fri,12674,8.7,37
1096,2018-06-30,Sat,7628,5.5,10
1097,2018-07-01,Sun,5029,3.5,8
1098,2018-07-02,Mon,4243,2.9,8
1099,2018-07-03,Tue,6868,5,9
1100,2018-07-04,Wed,6131,4.4,9
1101,2018-07-05,Thu,2862,2.1,2
1102,2018-07-06,Fri,6271,4.5,7
1103,2018-07-07,Sat,7089,5.2,9
1104,2018-07-08,Sun,8608,6.1,8
1105,2018-07-09,Mon,4101,2.9,8
1106,2018-07-10,Tue,6399,4.6,9
1107,2018-07-11,Wed,3783,2.7,5
1108,2018-07-12,Thu,8423,6.1,3
1109,2018-07-13,Fri,7557,5.5,8
1110,2018-07-14,Sat,7461,5.3,12
1111,2018-07-15,Sun,5708,3.9,7
1112,2018-07-16,Mon,3863,2.8,7
1113,2018-07-17,Tue,5614,4.2,6
1114,2018-07-18,Wed,6274,4.6,7
1115,2018-07-19,Thu,5070,3.7,2
1116,2018-07-20,Fri,6089,4.4,9
1117,2018-07-21,Sat,6617,5,8
1118,2018-07-22,Sun,6194,4.3,11
1119,2018-07-23,Mon,3864,2.8,7
1120,2018-07-24,Tue,3437,2.4,9
1121,2018-07-25,Wed,5703,4.2,9
1122,2018-07-26,Thu,2781,2,1
1123,2018-07-27,Fri,3915,2.8,8
1124,2018-07-28,Sat,7314,4.9,12
1125,2018-07-29,Sun,6364,4.2,7
1126,2018-07-30,Mon,7048,5.2,7
1127,2018-07-31,Tue,4480,3.2,8
1128,2018-08-01,Wed,4699,3.3,7
1129,2018-08-02,Thu,8044,5.8,8
1130,2018-08-03,Fri,4938,3.6,0
1131,2018-08-04,Sat,3378,2.4,7
1132,2018-08-05,Sun,4809,3.2,5
1133,2018-08-06,Mon,8064,6,13
1134,2018-08-07,Tue,5108,3.7,8
1135,2018-08-08,Wed,3876,2.7,9
1136,2018-08-09,Thu,4328,3,2
1137,2018-08-10,Fri,6896,5,14
1138,2018-08-11,Sat,6014,4.3,8
1139,2018-08-12,Sun,5754,4,9
1140,2018-08-13,Mon,3689,2.7,9
1141,2018-08-14,Tue,7471,5.2,8
1142,2018-08-15,Wed,4465,3.3,9
1143,2018-08-16,Thu,4345,3.2,2
1144,2018-08-17,Fri,4454,3.2,8
1145,2018-08-18,Sat,5496,3.7,9
1146,2018-08-19,Sun,9795,7,2
1147,2018-08-20,Mon,5732,4.1,9
1148,2018-08-21,Tue,4831,3.5,7
1149,2018-08-22,Wed,5080,3.8,7
1150,2018-08-23,Thu,17,0,0
1151,2018-08-24,Fri,8289,5.9,10
1152,2018-08-25,Sat,7144,5.2,9
1153,2018-08-26,Sun,5986,4.3,6
1154,2018-08-27,Mon,5916,4,6
1155,2018-08-28,Tue,6762,5,6
1156,2018-08-29,Wed,6575,4.8,9
1157,2018-08-30,Thu,8,0,0
1158,2018-08-31,Fri,9136,6.9,11
1159,2018-09-01,Sat,7217,5.3,7
1160,2018-09-02,Sun,5208,3.7,5
1161,2018-09-03,Mon,5728,3.9,10
1162,2018-09-04,Tue,7894,5.6,6
1163,2018-09-05,Wed,8170,5.3,7
1164,2018-09-06,Thu,7270,4.5,8
1165,2018-09-07,Fri,14880,9.1,1
1166,2018-09-08,Sat,9188,6.4,7
1167,2018-09-09,Sun,6474,4.2,14
1168,2018-09-10,Mon,8056,6.1,6
1169,2018-09-11,Tue,6646,4.6,13
1170,2018-09-12,Wed,9175,6,7
1171,2018-09-13,Thu,2437,1.7,3
1172,2018-09-14,Fri,6787,4.4,8
1173,2018-09-15,Sat,7508,4.8,4
1174,2018-09-16,Sun,6989,4.6,16
1175,2018-09-17,Mon,10090,7.4,5
1176,2018-09-18,Tue,9506,6.2,7
1177,2018-09-19,Wed,7706,5.2,9
1178,2018-09-20,Thu,9876,6.3,8
1179,2018-09-21,Fri,8597,5.8,7
1180,2018-09-22,Sat,8821,6.1,10
1181,2018-09-23,Sun,1238,0.64,0
1182,2018-09-24,Mon,0,0,0
1183,2018-09-25,Tue,0,0,0
1184,2018-09-26,Wed,1989,1.1,0
1185,2018-09-27,Thu,9176,5.6,7
1186,2018-09-28,Fri,8917,5.9,7
1187,2018-09-29,Sat,9017,5.6,6
1188,2018-09-30,Sun,5987,4.3,6
1189,2018-10-01,Mon,21,0.01,0
1190,2018-10-02,Tue,7978,5.1,10
1191,2018-10-03,Wed,209,0.12,0
1192,2018-10-04,Thu,7261,4.7,12
1193,2018-10-05,Fri,7892,5.2,10
1194,2018-10-06,Sat,9361,5.6,12
1195,2018-10-07,Sun,6669,4.1,11
1196,2018-10-08,Mon,7653,5.2,4
1197,2018-10-09,Tue,7653,5.2,19
1198,2018-10-10,Wed,7653,5.2,7
1199,2018-10-11,Thu,7653,5.2,12
1200,2018-10-12,Fri,9491,6.7,9
1201,2018-10-13,Sat,8013,5.5,9
1202,2018-10-14,Sun,4630,3.3,0
1203,2018-10-15,Mon,4630,3.3,1
1204,2018-10-16,Tue,4630,3.3,1
1205,2018-10-17,Wed,4630,3.3,9
1206,2018-10-18,Thu,8811,6.4,11
1207,2018-10-19,Fri,6894,4.8,11
1208,2018-10-20,Sat,8781,5.9,6
1209,2018-10-21,Sun,5112,3.6,8
1210,2018-10-22,Mon,7217,5.1,2
1211,2018-10-23,Tue,7217,5.1,8
1212,2018-10-24,Wed,7217,5.1,8
1213,2018-10-25,Thu,8385,6.1,11
1214,2018-10-26,Fri,8688,6.2,9
1215,2018-10-27,Sat,5515,3.8,11
1216,2018-10-28,Sun,6711,4.6,7
1217,2018-10-29,Mon,6711,4.6,2
1218,2018-10-30,Tue,9803,7,10
1219,2018-10-31,Wed,8861,6.3,7
1220,2018-11-01,Thu,11923,8.2,13
1221,2018-11-02,Fri,6588,4.5,15
1222,2018-11-03,Sat,9382,6.3,7
1223,2018-11-04,Sun,4426,3,8
1224,2018-11-05,Mon,6564,4.6,0
1225,2018-11-06,Tue,7812,5.4,9
1226,2018-11-07,Wed,7401,5,15
1227,2018-11-08,Thu,5354,3.6,14
1228,2018-11-09,Fri,8064,5.7,10
1229,2018-11-10,Sat,9736,6.8,15
1230,2018-11-11,Sun,10103,7.3,19
1231,2018-11-12,Mon,0,0,0
1232,2018-11-13,Tue,11813,7.9,17
1233,2018-11-14,Wed,10998,7.6,13
1234,2018-11-15,Thu,8185,5.8,7
1235,2018-11-16,Fri,22799,16.9,8
1236,2018-11-17,Sat,5673,3.8,12
1237,2018-11-18,Sun,6740,4.9,21
1238,2018-11-19,Mon,7780,5.4,3
1239,2018-11-20,Tue,7079,4.4,4
1240,2018-11-21,Wed,8302,5.9,10
1241,2018-11-22,Thu,6903,4.9,9
1242,2018-11-23,Fri,8470,5.9,14
1243,2018-11-24,Sat,5489,4,18
1244,2018-11-25,Sun,13840,10.4,3
1245,2018-11-26,Mon,17074,12.9,6
1246,2018-11-27,Tue,7856,5.9,2
1247,2018-11-28,Wed,5418,3.8,11
1248,2018-11-29,Thu,9333,6.4,10
1249,2018-11-30,Fri,8840,6.2,14
1250,2018-12-01,Sat,10939,7.6,14
1251,2018-12-02,Sun,9664,6.6,8
1252,2018-12-03,Mon,6825,4.9,2
1253,2018-12-04,Tue,6355,4.5,15
1254,2018-12-05,Wed,8293,6.1,14
1255,2018-12-06,Thu,8371,6.1,7
1256,2018-12-07,Fri,7690,4.4,11
1257,2018-12-08,Sat,6808,4.1,11
1258,2018-12-09,Sun,7107,5.1,20
1259,2018-12-10,Mon,11554,8.5,6
1260,2018-12-11,Tue,6841,4.7,16
1261,2018-12-12,Wed,7963,5.7,11
1262,2018-12-13,Thu,7819,5.4,8
1263,2018-12-14,Fri,4801,3.4,10
1264,2018-12-15,Sat,5533,4,9
1265,2018-12-16,Sun,7203,5.1,11
1266,2018-12-17,Mon,5817,4.1,8
1267,2018-12-18,Tue,4372,2.9,0
1268,2018-12-19,Wed,8654,5,2
1269,2018-12-20,Thu,6640,4.6,11
1270,2018-12-21,Fri,7203,5.1,11
1271,2018-12-22,Sat,17106,12,2
1272,2018-12-23,Sun,8438,5.4,10
1273,2018-12-24,Mon,6186,4.7,3
1274,2018-12-25,Tue,7513,5.1,16
1275,2018-12-26,Wed,3419,2.3,12
1276,2018-12-27,Thu,7241,5,19
1277,2018-12-28,Fri,6755,4.8,16
